id,timestamp,device,PCell_RSRP_max,PCell_RSRQ_max,PCell_RSSI_max,PCell_SNR_max,PCell_Downlink_Num_RBs,PCell_Downlink_Average_MCS,PCell_Downlink_bandwidth_MHz,PCell_Cell_Identity,PCell_freq_MHz,SCell_RSRP_max,SCell_RSRQ_max,SCell_RSSI_max,SCell_SNR_max,SCell_Downlink_Num_RBs,SCell_Downlink_Average_MCS,SCell_Downlink_bandwidth_MHz,SCell_Cell_Identity,SCell_freq_MHz,operator,Latitude,Longitude,Altitude,speed_kmh,COG,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,cloudCover,uvIndex,visibility,Traffic Jam Factor,area,target
Id_otqkq7duaj,1624373084,pc3,-86.1675,-12.414375,-53.01625,17.01599998474121,39550.0,23.0,20.0,2568970.0,1800.0,-94.565625,-11.938125,-61.99125,15.445000019073486,49172.0,16.0,20.0,2568967.0,2600.0,2,52.49164666666667,13.304608333333332,44.7,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,3.64798,Residential,54600000.0
Id_7w53f0k8rg,1624370842,pc3,-65.099375,-11.845,-32.4775,21.33900003433228,72957.0,26.0,20.0,4078345.0,1800.0,,,,,,,,,,2,52.50669,13.345613333333333,33.3,33.52120000000001,250.2,0.0085,0.01,22.41,22.41,14.75,0.62,1013.8,2.12,0.84,3.0,16.093,3.32908,Park,78900000.0
Id_arqkz532ee,1624375617,pc3,-88.671875,-9.90125,-58.79875,11.57800003528595,87028.0,24.0,20.0,2832399.0,2600.0,,,,,,,,,,2,52.51607833333333,13.375771666666669,34.3,17.408800000000003,83.9,0.0148,0.01,22.92,22.92,14.7,0.6,1013.5,2.26,0.86,3.0,16.093,3.46989,Park,37900000.0
Id_p6mjnle64y,1624552601,pc1,-85.841875,-14.394375,-50.581875,14.524999961853029,94567.0,20.0,,,1800.0,-88.840625,-10.110625,-58.709375,15.80100001335144,89636.0,19.0,,,2600.0,1,52.49986833333333,13.313565,33.8,0.0,297.2,0.309,0.44,18.67,18.67,13.8,0.73,1017.4,2.43,1.0,1.0,16.093,3.72937,Residential,117000000.0
Id_ufm4s9h3n2,1624553387,pc1,-100.47125,-15.82875,-64.6375,10.009999976158142,95408.0,17.0,20.0,26356993.0,1800.0,-104.955625,-20.911875,-64.5775,-8.387000002861022,10.0,18.0,20.0,26356996.0,2600.0,1,52.51106833333333,13.289091666666666,30.0,0.0,181.6,0.3055,0.44,18.63,18.63,13.79,0.73,1017.4,2.43,1.0,1.0,16.093,3.14159,Avenue,42100000.0
Id_h5dabvxhbi,1624366141,pc1,-88.335625,-13.370625,-55.524375,18.70800006866455,36213.0,23.0,20.0,26369024.0,1800.0,,,,,,,,,,1,52.50973666666667,13.352026666666667,27.2,15.371600000000004,268.4,0.0,0.0,21.53,21.53,13.91,0.62,1013.6,2.43,0.95,4.0,16.093,3.02561,Park,26300000.0
Id_timns4fe7m,1624547028,pc3,-69.184375,-12.273125,-38.0625,20.06499992370605,36541.0,24.0,15.0,2819861.0,2000.0,,,,,,,,,,2,52.50329333333333,13.339293333333334,40.7,10.000800000000002,254.0,0.2217,0.32,18.67,18.67,13.57,0.72,1017.9,2.17,0.99,2.0,16.093,3.14159,Park,28400000.0
Id_u52sdybct7,1624348584,pc3,-116.97833333333334,-15.235833333333334,-83.17916666666666,-0.6173333244522413,53904.0,11.0,15.0,3538707.0,2000.0,,,,,,,,,,2,52.51404333333333,13.344183333333334,38.5,0.0,99.6,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.63185,Park,7030000.0
Id_m9eveuei2y,1624552057,pc1,-71.895625,-9.858125,-41.9925,22.06,44617.0,24.0,20.0,26358785.0,1800.0,-74.7775,-9.923125,-43.925625,19.96599998474121,94054.0,23.0,,,2600.0,1,52.50368666666667,13.339958333333334,41.5,0.0,221.0,0.3339,0.46,18.89,18.89,13.6,0.71,1017.7,2.31,1.0,1.0,16.093,3.14159,Park,123000000.0
Id_qqhpyifocf,1624370783,pc3,-87.833125,-12.285,-57.200625,13.116000022888183,44508.0,21.0,20.0,4078344.0,1800.0,,,,,,,,,,2,52.50902166666667,13.349531666666667,31.0,42.596,202.6,0.0085,0.01,22.41,22.41,14.75,0.62,1013.8,2.12,0.84,3.0,16.093,3.06074,Park,27600000.0
Id_ymcc8ndf5t,1624551427,pc1,-83.735625,-16.01,-47.958125,16.867000188827515,94259.0,26.0,20.0,26607105.0,1800.0,-84.188125,-9.7175,-54.933125,12.8650000333786,92000.0,19.0,20.0,26607108.0,2600.0,1,52.512548333333335,13.377003333333333,33.5,12.5936,191.6,0.3376,0.46,18.77,18.77,13.7,0.72,1017.7,2.3,1.0,1.0,16.093,2.18949,Park,133000000.0
Id_d5v3pq0sea,1624552711,pc3,-86.256875,-12.3875,-59.013125,21.58099994659424,54989.0,27.0,15.0,4051731.0,2000.0,,,,,,,,,,2,52.49902166666666,13.307841666666668,32.2,0.0,263.2,0.309,0.44,18.67,18.67,13.8,0.73,1017.4,2.43,1.0,1.0,16.093,3.05944,Residential,59000000.0
Id_eysrhesf36,1624366257,pc1,-65.466875,-9.96375,-36.075625,21.925000019073487,40251.0,27.0,20.0,26358784.0,1800.0,-75.24875,-9.79375,-45.449375,17.450999984741213,43048.0,21.0,,,2600.0,1,52.50578166666666,13.341468333333331,32.2,0.0,225.1,0.0,0.0,21.56,21.56,13.92,0.62,1013.6,2.42,0.95,4.0,16.093,3.06372,Park,75100000.0
Id_hvou60yivx,1624374128,pc3,-78.42125,-12.403125,-46.26375,13.841999950408937,45065.0,23.0,20.0,3499534.0,2600.0,,,,,,,,,,2,52.511608333333335,13.286393333333333,34.5,65.74600000000001,12.5,0.0159,0.01,23.05,23.05,14.55,0.59,1013.6,2.27,0.83,3.0,16.093,5.46039,Avenue,37700000.0
Id_wrh0q8sw66,1624373013,pc3,-85.0475,-12.2625,-52.073125,17.220999984741212,46208.0,23.0,20.0,2568970.0,1800.0,-95.51625,-12.133125,-62.3275,13.194000034332277,46860.0,15.0,20.0,2568967.0,2600.0,2,52.491645,13.304605,44.8,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,3.64798,Residential,53500000.0
Id_peb93s1w7x,1624349824,pc1,-98.164375,-14.0575,-65.12375,10.76900001525879,40770.0,17.0,20.0,26369024.0,1800.0,,,,,,,,,,1,52.509708333333336,13.354888333333331,35.7,32.7804,261.2,0.065,0.04,18.14,18.14,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,3.21934,Park,20400000.0
Id_p1h09am9n7,1624547048,pc3,-83.744375,-12.36,-53.831875,14.708000020980837,40193.0,20.0,15.0,2819861.0,2000.0,,,,,,,,,,2,52.50373,13.33817,39.8,8.704400000000001,301.8,0.2217,0.32,18.67,18.67,13.57,0.72,1017.9,2.17,0.99,2.0,16.093,3.14159,Park,25900000.0
Id_rtq9cpqwww,1624546586,pc3,-94.631875,-12.47,-62.48875,11.287999992370606,65887.0,26.0,15.0,4078355.0,2000.0,,,,,,,,,,2,52.50971666666667,13.351766666666666,35.5,0.0,260.3,0.2196,0.32,18.66,18.66,13.62,0.73,1017.9,2.16,0.99,2.0,16.093,2.29721,Park,42000000.0
Id_fbvc3rz62l,1624376495,pc3,-101.77375,-14.625625,-66.941875,2.2079999946802853,40570.0,13.0,20.0,3286536.0,1800.0,-94.21625,-13.1725,-60.199375,8.014000012874604,43451.0,20.0,20.0,3286541.0,2600.0,2,52.500595,13.331561666666667,46.7,14.6308,261.0,0.0235,0.01,23.85,23.85,14.81,0.57,1013.7,2.18,0.76,2.0,16.093,3.14159,Residential,26200000.0
Id_zat0g0pb3x,1624375501,pc3,-103.71782178217822,-9.969059405940596,-74.93811881188118,8.982178223605203,98291.0,19.0,20.0,3998478.0,2600.0,,,,,,,,,,2,52.51520833333333,13.361993333333333,33.1,33.52120000000001,83.7,0.0155,0.01,22.96,22.96,14.68,0.6,1013.6,2.26,0.85,3.0,16.093,0.94192,Park,25600000.0
Id_lzs15sxc5f,1624542890,pc1,-99.073125,-18.279375,-60.710625,4.2340000194311145,87995.0,17.0,20.0,26369024.0,1800.0,,,,,,,,,,1,52.50709833333333,13.347578333333333,28.2,32.410000000000004,225.0,0.1024,0.22,18.77,18.77,13.44,0.71,1017.9,1.97,0.99,3.0,16.093,8.60798,Park,20500000.0
Id_ezk0h5cxec,1624548992,pc3,-91.86375,-14.60125,-58.479375,-1.2129999936372042,58210.0,14.0,15.0,2828564.0,2000.0,,,,,,,,,,2,52.51223,13.31655,36.3,34.262,84.2,0.3348,0.47,18.89,18.89,13.62,0.71,1017.7,2.3,1.0,1.0,16.093,3.14159,Avenue,10400000.0
Id_6u531srkbr,1624551139,pc1,-83.8575,-8.82,-53.2225,15.540000047683716,95619.0,21.0,20.0,30828800.0,1800.0,-99.781875,-9.6,-70.13875,10.238000001907348,97364.0,13.0,20.0,30828803.0,2600.0,1,52.51516333333333,13.361266666666667,30.2,51.856,84.2,0.3383,0.47,18.78,18.78,13.72,0.72,1017.7,2.29,1.0,1.0,16.093,1.56827,Park,73500000.0
Id_745cnnsvpv,1624376882,pc3,-97.91644736842105,-13.913815789473684,-65.69736842105263,4.834736849446045,60283.0,13.0,20.0,2568968.0,1800.0,-95.828125,-26.92708333333333,-48.46354166666666,-12.950000047683716,,,,,2600.0,2,52.498935,13.307695,45.6,12.038,250.8,0.0241,0.01,23.87,23.87,14.78,0.57,1013.7,2.19,0.76,2.0,16.093,0.90708,Residential,3450000.0
Id_zb8yomwfaj,1624374979,pc3,-107.79625,-12.045,-76.86,1.655999990552664,95706.0,11.0,20.0,4000015.0,2600.0,,,,,,,,,,2,52.51448833333333,13.351641666666668,33.3,2.778,62.9,0.0139,0.01,22.96,22.96,14.63,0.59,1013.5,2.26,0.85,3.0,16.093,1.37106,Park,14300000.0
Id_t652mnhkzv,1624542479,pc1,-71.18375,-10.540625,-40.085625,16.079999990463257,85553.0,22.0,20.0,30827264.0,1800.0,-81.103125,-10.45625,-52.190625,10.01299997806549,87708.0,18.0,20.0,30827266.0,2600.0,1,52.51613,13.376351666666666,26.2,11.852800000000002,85.5,0.0949,0.22,18.75,18.75,13.48,0.71,1017.9,1.97,0.99,3.0,16.093,2.9833,Park,52100000.0
Id_d6mfmfbm4a,1624367345,pc1,-99.675,-12.01125,-67.94375,3.814000001996756,32226.0,13.0,20.0,26947072.0,1800.0,-102.8475,-9.45,-72.949375,12.64399998664856,44926.0,17.0,,,2600.0,1,52.491565,13.304756666666666,61.7,23.15,184.6,0.0,0.0,21.54,21.54,13.83,0.62,1013.7,2.42,0.95,4.0,16.093,4.97641,Residential,31800000.0
Id_2cmaf4tmqz,1624349635,pc3,-88.610625,-21.348125,-50.504375,5.401000008881092,97428.0,20.0,20.0,51708426.0,1800.0,,,,,,,,,,2,52.51322,13.377033333333332,33.6,37.4104,191.8,0.0645,0.04,18.14,18.14,14.09,0.77,1011.9,4.07,0.97,3.0,16.093,2.03966,Park,31300000.0
Id_kifnl90fpc,1624370554,pc3,-98.56930693069307,-19.52970297029703,-61.20420792079208,6.54554456664194,88463.0,21.0,20.0,2843405.0,2600.0,-93.30321782178218,-18.246905940594058,-55.1039603960396,10.798019815199446,74860.0,20.0,20.0,2843400.0,1800.0,2,52.511925,13.375463333333334,30.8,33.1508,241.1,0.0079,0.01,22.26,22.26,14.73,0.62,1013.8,2.11,0.84,3.0,16.093,3.14159,Park,61800000.0
Id_6tbnnkc8am,1624546714,pc3,-81.39625,-11.9975,-49.65625,15.086000003814696,55161.0,22.0,15.0,2819859.0,2000.0,,,,,,,,,,2,52.505935,13.342193333333334,41.0,18.8904,251.4,0.2181,0.32,18.68,18.68,13.63,0.72,1017.9,2.15,0.99,2.0,16.093,8.53142,Park,33600000.0
Id_tl1wct7h65,1624553833,pc1,-101.229375,-15.689375,-63.925,4.001000006198883,96648.0,12.0,20.0,26367489.0,1800.0,,,,,,,,,,1,52.51307833333333,13.329646666666669,30.4,0.0,84.0,0.324,0.45,18.63,18.63,13.87,0.74,1017.4,2.41,1.0,1.0,16.093,2.53949,Avenue,28700000.0
Id_k7lafm487l,1624377880,pc3,-98.628125,-12.685,-66.653125,10.438999972343446,41831.0,27.0,15.0,3499540.0,2000.0,,,,,,,,,,2,52.51083,13.288993333333334,45.7,0.0,167.2,0.0271,0.01,23.87,23.87,14.78,0.57,1013.7,2.21,0.76,2.0,16.093,3.14159,Avenue,23500000.0
Id_vhvel0maw5,1624376092,pc3,-77.70375,-12.393125,-44.10375,17.120999994277955,42122.0,28.0,20.0,4078345.0,1800.0,,,,,,,,,,2,52.50687,13.346895,40.6,28.706000000000003,252.6,0.0251,0.01,23.83,23.83,14.89,0.57,1013.7,2.17,0.76,2.0,16.093,3.40339,Park,27500000.0
Id_zsm9qaupma,1624553498,pc1,-88.493125,-17.49625,-49.524375,3.832000009343028,94095.0,24.0,,,1800.0,-85.83375,-10.290625,-56.346875,17.544999961853026,92080.0,21.0,20.0,26365189.0,2600.0,1,52.510575,13.29129,30.2,17.408800000000003,84.3,0.3055,0.44,18.63,18.63,13.79,0.73,1017.4,2.43,1.0,1.0,16.093,2.80853,Avenue,111000000.0
Id_ydax95kleh,1624376266,pc3,-67.17375,-12.4475,-36.601875,25.85900001525879,38350.0,27.0,20.0,2819850.0,1800.0,,,,,,,,,,2,52.503525,13.339523333333334,40.4,0.0,222.2,0.0233,0.01,23.83,23.83,14.82,0.57,1013.7,2.17,0.76,2.0,16.093,3.14159,Park,48900000.0
Id_3d8hr6yckg,1624543797,pc1,-85.986875,-14.750625,-51.730625,11.66799997806549,86552.0,16.0,20.0,26368258.0,1800.0,-88.219375,-10.03875,-58.565,15.121999988555908,88316.0,18.0,,,2600.0,1,52.49985333333333,13.313555,33.4,13.5196,298.9,0.1125,0.23,18.79,18.79,13.38,0.71,1017.9,1.97,0.99,3.0,16.093,8.16784,Residential,79700000.0
Id_acvjgd9y9r,1624368813,pc1,-93.328125,-16.744375,-58.226875,-2.587999989390373,37812.0,20.0,20.0,26365186.0,1800.0,-94.17375,-11.910625,-61.809375,6.492000015228987,86996.0,16.0,20.0,26365189.0,2600.0,1,52.510443333333335,13.289635,53.4,26.854000000000003,79.6,0.0098,0.01,22.66,22.66,14.73,0.61,1013.8,2.14,0.82,3.0,16.093,3.65931,Avenue,33300000.0
Id_ghrdqo9zyq,1624372810,pc3,-85.934375,-12.064375,-53.424375,17.142000017166136,38256.0,25.0,20.0,2568970.0,1800.0,-94.383125,-12.005625,-62.499375,15.480999994277957,47568.0,16.0,20.0,2568967.0,2600.0,2,52.491643333333336,13.304603333333333,44.5,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,3.3786,Residential,57300000.0
Id_p7c5th2pat,1624547409,pc1,-90.864375,-11.655625,-58.895,3.728000014647842,92642.0,15.0,20.0,26351361.0,1800.0,-92.164375,-10.899375,-61.328125,8.873000020980834,95180.0,19.0,20.0,26351364.0,2600.0,1,52.500045,13.324963333333333,53.0,31.8544,261.9,0.2183,0.32,18.69,18.69,13.56,0.72,1017.9,2.16,0.99,2.0,16.093,3.14159,Residential,40000000.0
Id_evzk5l0oz2,1624370774,pc3,-88.003125,-12.36,-55.749375,14.380999927520753,17995.0,19.0,20.0,4078344.0,1800.0,,,,,,,,,,2,52.509573333333336,13.350561666666668,32.0,36.114,252.4,0.0085,0.01,22.41,22.41,14.75,0.62,1013.8,2.12,0.84,3.0,16.093,3.06211,Park,10800000.0
Id_1cn0uq4j92,1624368954,pc1,-80.481875,-14.115,-46.314375,15.759000072479248,41478.0,20.0,20.0,26365185.0,1800.0,-89.39375,-10.649375,-58.0075,11.59400002002716,,,20.0,26365188.0,2600.0,1,52.51127666666667,13.30156,38.0,33.52120000000001,83.6,0.0096,0.01,22.64,22.64,14.75,0.61,1013.8,2.14,0.82,3.0,16.093,3.14159,Avenue,23400000.0
Id_ziepaaa48p,1624378291,pc3,-91.87875,-12.37375,-61.471875,11.751000046730042,34555.0,18.0,15.0,2567188.0,2000.0,,,,,,,,,,2,52.51287333333333,13.326596666666669,37.0,43.70720000000001,83.8,0.0258,0.01,23.86,23.86,14.86,0.57,1013.7,2.18,0.76,2.0,16.093,2.65836,Avenue,19400000.0
Id_d3e4ro0jlz,1624548323,pc3,-76.395625,-12.77125,-47.5625,15.695999965667724,60778.0,22.0,15.0,3428116.0,2000.0,,,,,,,,,,2,52.49408666666667,13.290235,42.1,49.263200000000005,293.0,0.2132,0.32,18.64,18.64,13.47,0.72,1017.9,2.16,0.99,2.0,16.093,5.08317,Highway,30800000.0
Id_n00m9gq3ui,1624547470,pc1,-89.730625,-15.905,-53.305,5.369999995231629,90859.0,18.0,20.0,26368257.0,1800.0,-94.3275,-13.0125,-60.90875,5.557000024095178,82185.0,11.0,20.0,34006785.0,2600.0,1,52.49964166666667,13.314823333333331,40.0,42.2256,272.8,0.2166,0.32,18.69,18.69,13.55,0.72,1017.9,2.15,0.99,2.0,16.093,6.5259,Residential,48200000.0
Id_qlcvza61mf,1624549123,pc1,-102.316875,-13.66875,-68.6125,3.910000004768372,62353.0,11.0,20.0,29127684.0,2600.0,-103.216875,-18.7725,-64.304375,-2.77099998511374,79316.0,11.0,20.0,29127680.0,1800.0,1,52.513085,13.32959,35.1,0.0,83.7,0.3353,0.46,18.89,18.89,13.65,0.72,1017.7,2.3,1.0,1.0,16.093,2.81164,Avenue,23600000.0
Id_9tq3c0uylu,1624378149,pc3,-77.778125,-12.359375,-44.9475,16.296000013351442,39247.0,25.0,20.0,2828558.0,2600.0,,,,,,,,,,2,52.51193166666667,13.312336666666669,39.1,35.9288,83.6,0.0264,0.01,23.87,23.87,14.83,0.57,1013.7,2.2,0.76,2.0,16.093,2.84852,Avenue,37500000.0
Id_6vv3kqzdhi,1624552727,pc3,-86.211875,-12.17,-59.54875,21.753999996185303,58625.0,27.0,15.0,4051731.0,2000.0,,,,,,,,,,2,52.49902,13.307841666666668,32.2,0.0,263.2,0.309,0.44,18.67,18.67,13.8,0.73,1017.4,2.43,1.0,1.0,16.093,3.05944,Residential,72000000.0
Id_wlxb0ff0fd,1624373316,pc3,-85.814375,-12.239375,-52.940625,17.438999977111816,41130.0,26.0,20.0,2568970.0,1800.0,-95.6075,-12.195625,-62.525625,13.880999965667725,48648.0,15.0,20.0,2568967.0,2600.0,2,52.49164833333333,13.304616666666666,44.8,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,2.8326,Residential,66099999.99999999
Id_ijixbk4vu4,1624549221,pc1,-88.379375,-9.421875,-58.09625,14.964999952316283,89977.0,20.0,,,2600.0,-84.666875,-14.43125,-48.5875,18.130000019073485,95728.0,25.0,20.0,33802241.0,1800.0,1,52.51411,13.344563333333332,33.2,50.004000000000005,83.4,0.3358,0.46,18.88,18.88,13.67,0.72,1017.7,2.3,1.0,1.0,16.093,2.93048,Park,129000000.0
Id_d2z60nynor,1624552751,pc1,-83.761875,-14.976875,-48.27875,17.308000011444094,92064.0,23.0,20.0,28650241.0,1800.0,-84.186875,-9.975,-53.413125,19.603000001907347,88570.0,20.0,20.0,33802242.0,2600.0,1,52.49884,13.307271666666669,37.3,19.8164,205.8,0.309,0.44,18.67,18.67,13.8,0.73,1017.4,2.43,1.0,1.0,16.093,0.99534,Residential,136000000.0
Id_itiwh2rynz,1624350215,pc1,-74.801875,-9.69375,-45.083125,16.789000005722045,49145.0,20.0,20.0,26358785.0,1800.0,-75.57875,-9.53125,-45.921875,19.33699990272522,42036.0,22.0,,,2600.0,1,52.50338,13.339606666666668,38.9,6.1116,202.0,0.0645,0.04,18.13,18.13,14.02,0.77,1011.9,4.08,0.97,3.0,16.093,1.42059,Park,64200000.0
Id_v73urw8w7z,1624545462,pc1,-95.68589743589745,-13.963141025641026,-61.28285256410256,11.403846184412638,60818.0,17.0,20.0,33802241.0,1800.0,-90.22435897435898,-8.994391025641026,-60.81410256410256,17.14102573883839,51395.0,23.0,20.0,33802247.0,2600.0,1,52.51413,13.345231666666669,31.1,45.5592,83.4,0.2196,0.32,18.66,18.66,13.62,0.73,1017.9,2.16,0.99,2.0,16.093,1.83425,Park,75800000.0
Id_becyt8mkxw,1624369164,pc1,-94.43875,-18.84875,-56.350625,-0.455,90133.0,17.0,20.0,29127680.0,1800.0,-98.57375,-12.610625,-64.609375,5.704000012874603,95308.0,10.0,20.0,29127685.0,2600.0,1,52.512395,13.319478333333333,40.6,0.0,85.1,0.0092,0.01,22.54,22.54,14.74,0.61,1013.8,2.13,0.83,3.0,16.093,3.32776,Avenue,47100000.0
Id_5f8cbj9crb,1624370277,pc3,-104.24342105263158,-19.78815789473684,-65.8625,4.321052635421879,97983.0,21.0,20.0,2838279.0,2600.0,-98.75892857142856,-30.0,-42.21428571428572,-13.84285695212228,,,,,1800.0,2,52.515595,13.367325,32.7,28.706000000000003,84.1,0.0093,0.01,22.35,22.35,14.8,0.62,1013.8,2.12,0.84,3.0,16.093,1.82751,Park,41400000.0
Id_gf3wp4ilak,1624549190,pc1,-96.156875,-12.23625,-64.52,8.656000019684434,72193.0,10.0,20.0,33802248.0,2600.0,-89.630625,-15.015,-54.26375,12.91500004529953,52380.0,17.0,20.0,33802242.0,1800.0,1,52.51369833333333,13.338883333333332,33.9,43.522000000000006,85.8,0.3358,0.46,18.88,18.88,13.67,0.72,1017.7,2.3,1.0,1.0,16.093,2.1487,Park,38600000.0
Id_jfdbmpdfcm,1624548218,pc1,-81.6,-15.475625,-45.304375,13.471999979019165,53000.0,23.0,20.0,40782336.0,1800.0,-88.44,-13.853125,-54.57625,19.144000072479248,96396.0,20.0,20.0,26358784.0,2600.0,1,52.48809333333333,13.300635,54.9,0.0,240.8,0.2148,0.32,18.65,18.65,13.49,0.72,1017.9,2.16,0.99,2.0,16.093,3.14159,Residential,119000000.0
Id_me1z0j899v,1624374534,pc3,-78.095625,-12.175,-46.29375,17.786999969482423,43930.0,25.0,20.0,2828558.0,2600.0,,,,,,,,,,2,52.511825,13.310673333333334,35.3,36.114,83.9,0.0152,0.01,23.04,23.04,14.59,0.59,1013.6,2.27,0.83,3.0,16.093,2.57559,Avenue,42800000.0
Id_bvlm0wtsra,1624553454,pc1,-99.49125,-11.659375,-67.665,6.759000010490418,52978.0,13.0,20.0,26353920.0,1800.0,,,,,,,,,,1,52.51079333333333,13.289251666666669,33.1,0.0,167.4,0.3055,0.44,18.63,18.63,13.79,0.73,1017.4,2.43,1.0,1.0,16.093,3.14159,Avenue,12300000.0
Id_bsjfx44wij,1624376590,pc3,-98.48875,-13.225,-64.160625,5.6289999923855065,54071.0,15.0,20.0,2824456.0,1800.0,,,,,,,,,,2,52.50008,13.325808333333333,52.2,6.8524,251.9,0.0235,0.01,23.85,23.85,14.81,0.57,1013.7,2.18,0.76,2.0,16.093,2.59268,Residential,16399999.999999998
Id_ww3rt38r81,1624551765,pc3,-88.505625,-12.699375,-57.5525,15.000999965667724,62430.0,21.0,15.0,4078356.0,2000.0,,,,,,,,,,2,52.50618333333333,13.344013333333333,38.9,0.0,246.7,0.3358,0.46,18.88,18.88,13.67,0.72,1017.7,2.3,1.0,1.0,16.093,1.42573,Park,47800000.0
Id_eq6hv6u7hw,1624377657,pc3,-98.979375,-14.475,-64.1975,-0.1250000001490116,76460.0,14.0,20.0,3289863.0,2600.0,-97.6225,-22.99875,-54.62125,-7.426000018119812,77831.0,8.0,20.0,3289866.0,1800.0,2,52.50355666666667,13.282235,53.8,22.224,31.8,0.025,0.01,23.87,23.87,14.71,0.57,1013.7,2.22,0.76,2.0,16.093,7.76614,Highway,21800000.0
Id_jgk63j5pv6,1624548274,pc1,-92.63375,-13.869375,-58.49125,4.341000017523766,83738.0,10.0,20.0,26947073.0,1800.0,-100.22875,-12.708125,-67.35375,8.012000029087067,90516.0,11.0,,,2600.0,1,52.49022833333333,13.297336666666666,45.6,61.116,320.6,0.2148,0.32,18.65,18.65,13.49,0.72,1017.9,2.16,0.99,2.0,16.093,6.06721,Highway,45200000.0
Id_pmy49f0iu1,1624366222,pc1,-67.438125,-9.59125,-39.07625,21.420999965667725,41849.0,25.0,20.0,26358784.0,1800.0,-74.25,-9.141875,-44.77375,19.20399985313416,42261.0,23.0,,,2600.0,1,52.50591,13.341856666666668,33.2,23.8908,252.9,0.0,0.0,21.56,21.56,13.92,0.62,1013.6,2.42,0.95,4.0,16.093,1.47178,Park,70200000.0
Id_zt8sstdib2,1624372613,pc3,-86.02625,-12.151875,-53.869375,16.462000012397766,40322.0,22.0,20.0,2568970.0,1800.0,-93.46,-12.328125,-60.980625,13.17999994277954,48961.0,19.0,20.0,2568967.0,2600.0,2,52.491645,13.30461,43.2,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,3.75023,Residential,56000000.0
Id_094mve7vla,1624356707,pc1,-73.275,-14.029375,-38.7275,20.16600004196167,86543.0,25.0,20.0,26365185.0,1800.0,-81.4275,-9.5525,-51.638125,20.61999994277954,92024.0,24.0,20.0,26365188.0,2600.0,1,52.51110666666667,13.300005,36.6,9.26,83.2,0.0419,0.02,19.33,19.33,13.67,0.7,1012.5,4.08,0.96,4.0,16.093,3.19386,Avenue,173000000.0
Id_lwnr55g6si,1624542481,pc1,-70.69625,-10.4625,-42.425625,15.930999975204468,87319.0,21.0,20.0,30827264.0,1800.0,-81.025,-10.7825,-51.284375,8.630000042915345,89384.0,20.0,20.0,30827266.0,2600.0,1,52.516133333333336,13.376406666666666,26.3,0.0,86.1,0.0949,0.22,18.75,18.75,13.48,0.71,1017.9,1.97,0.99,3.0,16.093,2.66866,Park,64500000.0
Id_zbwghh4td5,1624372098,pc3,-96.180625,-10.889375,-65.68625,15.011999950408937,62723.0,19.0,20.0,2568970.0,1800.0,,,,,,,,,,2,52.495203333333336,13.30491,39.9,26.6688,185.7,0.0083,0.01,22.59,22.59,14.0,0.58,1013.8,2.14,0.82,3.0,16.093,2.6202,Residential,39200000.0
Id_u5kfodz3hr,1624348602,pc1,-84.996875,-15.0125,-49.963125,18.34199995994568,93603.0,25.0,20.0,33802241.0,1800.0,-82.6975,-9.638125,-51.961875,26.26400003433228,94564.0,23.0,,,2600.0,1,52.514055,13.344301666666668,41.3,0.0,61.5,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.63185,Park,169000000.0
Id_b9vid9ap1z,1624349581,pc1,-80.3825,-10.060625,-50.60625,13.047000031471253,51099.0,22.0,20.0,30827264.0,1800.0,-86.820625,-10.20125,-55.71875,7.490999970436096,49716.0,13.0,20.0,30827266.0,2600.0,1,52.51554166666666,13.377518333333333,40.7,32.2248,177.7,0.0651,0.04,18.14,18.14,14.11,0.77,1011.9,4.06,0.98,3.0,16.093,0.33931,Park,47900000.0
Id_9qbv1z9uso,1624548744,pc1,-93.639375,-10.225,-62.751875,9.47499997138977,97880.0,14.0,20.0,42445056.0,2600.0,,,,,,,,,,1,52.51054166666667,13.289111666666669,44.6,11.4824,165.1,0.3335,0.47,18.93,18.93,13.56,0.71,1017.7,2.3,1.0,1.0,16.093,8.85148,Avenue,32300000.0
Id_gfa5p0b8ki,1624354862,pc1,-64.980625,-9.975625,-34.993125,20.705000019073488,36786.0,26.0,20.0,26358785.0,1800.0,-76.0225,-9.9525,-46.03875,23.50299997329712,43990.0,24.0,,,2600.0,1,52.503745,13.340015,35.9,0.0,210.0,0.0474,0.02,19.27,19.27,13.66,0.7,1012.5,4.05,0.96,4.0,16.093,3.29253,Park,76500000.0
